newid,ln_spending,ln_income,weights
03699924,10,11,8010
03699954,10,11,21637
03699964,12,11,6315
03699984,12,12,7387
03700014,11,12,9330
03700034,12,12,8626
03700044,10,11,11947
03700064,9,10,9035
03700104,9,8,13044
03700164,11,11,10037
03700204,11,11,9479
03700234,9,9,12818
03700274,9,11,10641
03700284,10,9,7355
03700314,8,8,8766
03700334,10,10,8864
03700364,9,11,14578
03700374,12,12,20250
03700394,9,11,8088
03700424,12,11,9697
03700434,8,9,11141
03700444,12,12,16166
03700454,10,10,11925
03700464,9,10,6704
03700524,12,11,16853
03700554,9,11,15140
03700594,11,11,6880
03700604,9,11,12987
03700614,10,10,16644
03700654,11,11,12253
03700694,10,7,18076
03700714,12,13,12384
03700734,13,12,14156
03700744,10,11,8018
03700784,12,11,10790
03700794,13,9,11689
03700814,11,11,9089
03700824,10,11,21791
03700834,12,12,9048
03700864,11,10,8219
03700904,12,12,11130
03700924,8,9,10047
03700944,10,11,15235
03700954,11,10,10829
03700964,9,11,7594
03700984,10,11,12007
03701004,12,12,9270
03701014,11,12,8702
03701024,12,12,10778
03701074,12,11,10285
03701094,11,9,7362
03701104,8,11,10060
03701114,12,,7181
03701134,12,12,11420
03701214,10,11,15736
03701294,9,11,13092
03701314,11,10,11299
03701324,12,12,9619
03701334,9,11,6153
03701354,9,11,10857
03701374,11,11,9177
03701384,11,11,11512
03701394,11,11,9672
03701414,9,11,13236
03701474,11,11,9556
03701514,13,10,7045
03701524,13,12,10628
03701534,11,11,8841
03701554,9,11,10155
03701564,9,11,8300
03701574,9,9,13208
03701644,8,9,10520
03701664,12,13,8119
03701674,11,11,13664
03701694,9,10,9458
03701724,12,12,8069
03701744,10,10,7313
03701754,9,10,15413
03701764,9,10,9064
03701774,8,7,26833
03701784,11,10,9281
03701794,11,11,8856
03701854,11,12,12883
03701894,9,10,15241
03701934,11,11,11673
03701944,9,11,10450
03701974,11,10,5378
03701984,11,11,9809
03701994,12,10,11097
03702004,9,10,13531
03702094,10,12,15271
03702144,11,11,14038
03702194,9,8,11228
03702234,9,9,12836
03702244,12,12,11019
03702264,10,10,14783
03702314,9,11,14946
03702334,9,11,9541
03702344,12,11,16492
03702354,11,10,13847
03702364,9,11,10111
03702404,8,10,10512
03702424,13,12,22263
03702454,10,10,11545
03702484,9,10,10680
03702544,9,10,10198
03702574,8,7,11303
03702584,13,12,10257
03702594,12,11,7465
03702604,10,,12732
03702614,12,10,11590
03702624,9,10,11753
03702674,10,11,14745
03702704,9,11,12280
03702714,10,11,8461
03712943,10,10,13035
03712944,11,10,12013
03712973,9,7,11853
03712974,9,8,12089
03712983,9,9,9113
03712984,11,10,13093
03713033,9,11,20807
03713034,9,11,13399
03713044,11,11,13672
03713063,7,10,11010
03713064,9,10,11941
03713073,7,8,3567
03713083,9,11,20505
03713084,10,10,11930
03713093,11,12,11382
03713094,13,12,10050
03713103,9,10,8053
03713104,10,10,8235
03713123,10,10,6975
03713124,11,11,9889
03713133,8,10,7509
03713134,10,11,10110
03713144,11,11,10529
03713153,9,11,12956
03713154,10,11,10108
03713163,10,11,10649
03713164,11,12,11517
03713174,12,12,10164
03713193,8,11,7869
03713194,9,10,11921
03713203,7,9,5135
03713204,7,8,7236
03713253,9,11,15248
03713254,10,11,9165
03713263,8,11,9714
03713264,9,11,10469
03713273,9,9,9220
03713274,10,9,11845
03713293,9,12,7258
03713294,10,12,6038
03713303,8,11,16092
03713304,10,11,14622
03713343,8,10,14155
03713344,9,11,11237
03713363,10,11,15768
03713364,11,11,16601
03713383,10,10,11731
03713384,11,10,8179
03713393,9,11,10019
03713394,11,10,9595
03713403,8,11,12051
03713404,10,11,7654
03713413,8,10,11868
03713423,10,11,11331
03713424,11,11,10201
03713434,11,9,15435
03713453,,12,5221
03713454,12,12,5262
03713464,12,12,11874
03713474,11,10,12316
03713483,7,10,10189
03713484,9,11,10159
03713493,11,12,9814
03713494,12,11,8471
03713503,11,12,12202
03713504,12,12,11275
03713513,8,9,8071
03713514,9,10,10442
03713553,10,11,13421
03713554,11,11,15819
03713593,11,11,10533
03713594,12,11,10122
03713623,11,10,10124
03713624,12,11,9582
03713683,10,10,14894
03713684,11,10,10152
03713693,12,13,13137
03713694,12,13,12739
03713703,10,11,9982
03713704,12,11,9649
03713713,8,11,11562
03713714,10,11,11751
03713743,10,10,6143
03713744,11,10,9526
03713753,7,11,10166
03713783,9,10,13503
03713784,10,10,17856
03713803,8,11,11213
03713804,9,11,10339
03713833,10,12,7300
03713834,12,11,10431
03713863,9,11,9805
03713864,10,11,11333
03713873,8,11,19244
03713913,9,10,15119
03713914,11,10,15391
03713923,10,11,6843
03713924,11,11,6708
03713953,7,10,7435
03713954,9,9,7280
03713963,10,11,11551
03713964,11,12,8498
03713973,8,10,13149
03713974,9,10,17822
03713983,8,10,7278
03713984,9,11,9508
03714003,10,11,12621
03714004,11,11,11383
03714013,8,,9051
03714014,9,11,10130
03714034,12,12,11153
03714134,9,10,10862
03714143,8,8,16024
03714144,9,8,18343
03714153,9,11,14239
03714154,11,11,11147
03714163,10,11,13320
03714164,11,11,13946
03714173,10,11,10443
03714174,11,11,9603
03714183,9,11,6885
03714184,10,11,4656
03714213,10,8,11002
03714214,11,11,11580
03714253,10,10,12130
03714254,11,10,11674
03714263,10,10,8465
03714264,11,12,8436
03714283,10,11,9122
03714284,11,11,7621
03714303,8,9,10224
03714304,9,9,10108
03714343,8,11,14305
03714344,9,12,10624
03714353,10,10,7450
03714354,11,10,10103
03714363,8,10,9899
03714364,9,10,9992
03714374,9,11,7006
03714383,8,11,10110
03714384,9,10,10169
03714393,10,12,9772
03714423,11,12,12804
03714424,12,13,9614
03714443,10,11,8285
03714444,11,11,10585
03714453,10,11,11721
03714454,12,11,10477
03714463,8,11,12812
03714464,9,11,14093
03714523,9,11,11766
03714524,11,11,10174
03714533,10,12,25116
03714534,10,11,23277
03714554,9,10,10878
03714563,10,12,13967
03714564,11,11,12036
03714573,9,8,8707
03714574,10,6,7689
03714593,10,10,11260
03714594,10,10,10957
03714613,10,12,14849
03714614,11,11,13792
03714634,13,12,9582
03714653,8,11,28883
03714654,10,11,24302
03714673,10,12,4200
03714674,11,12,3667
03714693,9,10,12487
03714694,12,8,9365
03714703,10,11,7816
03714704,11,11,11051
03714713,7,8,7255
03714724,10,11,7876
03714733,8,10,9826
03714734,9,10,12254
03714743,10,12,11881
03714744,11,12,10765
03714784,11,8,11506
03714803,8,11,9759
03714804,9,10,12215
03714814,11,9,12609
03714843,8,11,15844
03714844,9,11,11521
03714853,10,11,10639
03714854,11,10,8476
03714863,9,10,9197
03714864,10,10,9051
03714873,10,12,8257
03714874,12,12,7838
03714883,9,11,13045
03714884,11,10,9172
03714893,10,10,12451
03714894,11,11,12035
03714903,7,10,11234
03714904,8,9,12100
03714913,11,,16933
03714914,12,,10880
03714953,11,10,7600
03714954,12,10,7917
03714963,9,10,9114
03714973,11,10,7275
03714974,12,11,7038
03715003,7,9,8250
03715004,9,9,8213
03715023,11,10,9199
03715024,12,10,8384
03715043,8,10,13541
03715044,9,10,14436
03715063,11,12,9304
03715064,12,12,9327
03715083,8,,14806
03715084,9,,12950
03715103,10,11,10758
03715113,8,10,14296
03715114,9,10,15258
03715123,10,11,10094
03715124,11,11,12069
03715133,7,10,4050
03715134,9,10,6900
03715143,9,10,8993
03715144,10,6,9092
03715153,10,11,7347
03715154,12,12,6102
03715163,7,7,8451
03715193,11,11,11780
03715194,12,11,10736
03715213,7,10,4197
03715214,8,10,6778
03715223,9,10,11828
03715253,8,11,8072
03715254,9,10,10031
03715273,11,10,2809
03715283,11,10,10173
03715284,12,11,7576
03715293,9,11,14284
03715294,10,11,11039
03715323,11,12,9466
03715324,12,13,8802
03715333,10,10,10750
03715334,11,11,11701
03715364,12,11,15143
03715393,11,12,12245
03715394,12,11,10754
03715403,11,8,7999
03715404,12,11,5648
03715433,10,10,8417
03715434,10,10,12735
03715443,10,,12377
03715444,11,11,12325
03715453,8,10,12870
03715484,12,11,10529
03715493,9,12,10537
03715494,10,12,10259
03715503,9,11,9089
03715504,10,10,7794
03715513,8,11,5524
03715514,10,11,7986
03715523,7,9,11613
03715533,12,13,10497
03715543,11,12,13442
03715544,12,12,13832
03715553,11,12,5544
03715554,13,12,8915
03715564,12,10,11398
03715593,11,12,11485
03715603,8,11,13047
03715604,9,11,12846
03715683,10,12,11209
03715684,12,12,10683
03715693,11,11,13080
03715694,12,11,11487
03715703,8,10,7799
03715704,9,10,8602
03715713,10,12,10271
03715714,11,11,10041
03715724,7,11,11122
03715743,10,11,12002
03715744,11,11,9140
03715763,8,10,14205
03715764,9,10,14898
03715803,10,11,12199
03715804,11,11,11866
03715823,10,12,13521
03715824,11,12,10089
03715844,10,12,9939
03715913,9,11,11629
03715914,10,11,12656
03715963,10,12,10770
03715964,11,12,10173
03715973,11,11,12644
03715974,12,10,7140
03715983,9,11,4569
03715984,10,11,3039
03715993,10,11,7895
03715994,11,11,6448
03716003,11,11,5797
03716004,12,11,7177
03716023,10,11,6488
03716024,11,12,9490
03716053,8,12,9764
03716054,10,11,7272
03716063,7,10,4197
03716064,8,9,6778
03716073,9,10,6255
03716074,11,9,5896
03716123,10,11,10289
03716124,11,11,11175
03716153,7,9,13165
03716223,9,11,7565
03716224,10,11,5381
03716233,10,12,9792
03716234,12,12,6794
03716263,8,11,4964
03716264,10,11,7769
03716273,8,11,11576
03716283,8,11,17732
03716284,9,9,19429
03716303,10,11,9271
03716304,11,11,13560
03716333,9,11,9773
03716334,11,,11212
03716353,9,10,10734
03716354,11,10,7841
03716393,10,,10411
03716394,11,12,9516
03716403,10,12,11234
03716404,11,12,16448
03716413,10,10,9282
03716414,11,8,6934
03716463,10,12,10109
03716464,12,11,10932
03716473,10,10,11451
03716474,12,11,9109
03716483,10,11,6892
03716484,11,11,9013
03716513,11,11,2630
03716514,12,10,4117
03716523,7,9,8505
03716524,9,9,9182
03716554,12,11,8198
03716583,8,11,10183
03716584,9,11,11409
03716593,9,12,9087
03716684,11,12,11832
03716723,8,11,8874
03716833,11,9,12774
03716834,12,9,12974
03716873,8,11,14908
03716874,9,11,14721
03716933,9,10,8529
03716934,10,10,11567
03716963,11,11,18064
03716964,12,11,16121
03716983,9,,11528
03716984,10,,11195
03716993,9,10,10698
03716994,10,11,10539
03717003,9,10,9953
03717004,10,10,13426
03717023,7,10,7621
03717033,8,10,12214
03717034,9,7,9201
03717044,12,11,9180
03717063,11,12,8942
03717064,12,12,9881
03717093,10,10,11642
03717094,11,10,11469
03717143,10,9,8522
03717144,11,12,6080
03717163,9,11,10266
03717164,10,11,9021
03717203,9,10,11324
03717204,10,10,16388
03717233,8,11,11104
03717234,9,11,11265
03717253,8,10,6285
03717254,9,10,7015
03717273,9,7,8910
03717274,10,10,7139
03717283,11,12,11883
03717284,12,12,9472
03717323,10,11,11597
03717333,9,10,13622
03717343,8,10,18614
03717344,9,10,17375
03717353,8,11,14956
03717354,9,11,15936
03717373,9,10,8455
03717374,10,10,7704
03717383,7,8,8787
03717384,8,10,11329
03717433,8,11,11578
03717434,9,11,7852
03717463,8,10,9474
03717464,9,10,10147
03717474,8,9,8526
03717503,8,11,10946
03717504,9,10,14257
03717543,9,11,13170
03717544,11,11,9244
03717613,7,8,8892
03717614,8,9,11312
03717624,12,11,9298
03717633,9,10,8905
03717634,11,10,11759
03717643,10,11,13635
03717644,11,12,10089
03717683,10,11,7554
03717684,11,11,10656
03717703,11,11,12451
03717704,12,10,7886
03717713,10,10,11445
03717714,11,10,7882
03717734,12,11,4658
03717763,11,11,11382
03717764,12,12,10050
03717783,11,12,9161
03717784,12,12,14025
03717813,10,9,12888
03717814,11,10,9353
03717823,9,11,19188
03717824,9,11,12449
03717843,8,11,9639
03717844,9,11,13177
03717853,10,10,13338
03717854,11,10,9074
03717873,8,10,9253
03717903,10,11,10088
03717904,11,10,10529
03717943,9,11,15395
03717953,10,10,11713
03717954,11,10,11192
03717963,11,11,8236
03717964,12,11,16974
03717973,8,11,11757
03717974,10,11,13465
03717983,10,11,10874
03717993,9,11,11744
03718004,8,10,10751
03718013,10,10,12849
03718014,10,10,11997
03718043,10,11,8734
03718063,10,10,9665
03718064,12,11,7342
03718103,9,11,9253
03718104,10,11,14248
03718123,12,12,15597
03718124,13,12,11711
03718143,10,10,12544
03718144,11,11,9405
03718153,10,11,9973
03718154,11,11,9516
03718173,9,10,14778
03718174,11,11,12826
03718213,8,11,3816
03718214,9,11,6139
03718243,9,10,9723
03718244,11,10,12032
03718253,10,10,11116
03718254,12,11,10535
03718283,10,11,10223
03718284,10,10,12355
03718293,12,12,10675
03718294,13,11,8887
03718313,11,11,12445
03718314,12,11,11349
03718333,12,12,10222
03718334,14,10,9952
03718353,8,11,10389
03718354,10,11,9650
03718374,11,12,8928
03718383,11,11,11596
03718384,12,11,10975
03718423,8,11,19339
03718424,10,11,13261
03718483,8,10,12075
03718484,9,10,11790
03718493,9,11,12682
03718504,8,8,18726
03718513,10,11,10374
03718514,11,11,16214
03718523,8,10,9171
03718524,9,10,10070
03718533,9,10,7822
03718534,11,10,11790
03718553,10,12,13502
03718554,11,12,12994
03718573,8,10,9069
03718574,9,10,10505
03718594,9,11,16198
03718623,8,10,11797
03718624,9,10,12677
03718653,8,11,10748
03718683,10,11,12258
03718684,11,12,12475
03718703,10,11,10730
03718704,11,11,11721
03718723,9,11,3599
03718724,10,11,3745
03718744,10,10,11376
03718753,10,10,12015
03718754,11,10,7957
03718803,10,12,10824
03718804,11,11,8274
03718833,10,11,6980
03718834,11,11,9607
03718873,8,11,10965
03718874,10,11,7633
03718893,10,10,9475
03718894,11,11,9569
03718903,9,11,9027
03718904,10,11,8591
03718913,9,11,10080
03718914,10,11,9772
03718923,10,11,12554
03718924,12,11,12931
03718953,9,11,8636
03718954,10,11,6157
03718973,7,10,11834
03718974,8,10,11482
03719003,10,10,11463
03719004,11,11,11361
03719023,8,10,10975
03719024,9,9,11515
03719043,9,11,10318
03719044,10,11,13612
03719064,9,11,5871
03719083,10,12,10075
03719084,12,12,12573
03719114,11,11,10106
03719143,9,10,10690
03719144,10,11,10514
03719153,7,9,9504
03719154,8,9,6864
03719193,11,11,14320
03719194,12,12,14057
03719203,10,11,9181
03719204,11,11,8329
03719213,9,10,8506
03719214,10,10,11048
03719223,9,11,11676
03719253,10,12,12628
03719254,11,11,11952
03719263,10,11,7962
03719264,11,11,8775
03719294,12,12,6837
03719303,10,11,10431
03719304,11,12,10550
03719313,10,12,13950
03719314,12,12,11143
03719334,12,12,9557
03719343,9,12,11245
03719344,10,11,10910
03719363,7,10,18931
03719383,11,12,10259
03719393,11,,13040
03719394,12,,13987
03719414,12,12,10037
03719463,10,10,1523
03719464,11,10,1445
03719523,10,11,17712
03719524,11,11,16057
03719543,10,11,11235
03719544,12,12,11341
03719553,10,11,10249
03719554,11,11,11127
03719563,10,11,13279
03719564,11,12,12469
03719583,11,11,12009
03719593,11,11,9976
03719594,12,11,9409
03719603,11,10,10259
03719604,12,10,9321
03719623,8,10,9526
03719624,9,10,10335
03719633,8,11,20330
03719634,9,10,20300
03719653,11,12,10944
03719654,12,12,11232
03719663,10,11,12137
03719664,11,11,11183
03719693,10,11,11218
03719694,11,11,10021
03719723,10,7,10483
03719724,11,11,9881
03719743,10,11,7939
03719783,9,10,11300
03719784,10,10,13358
03719803,8,10,17458
03719804,9,9,15843
03719813,10,12,10749
03719814,10,11,14950
03719823,10,11,8716
03719824,11,11,11676
03719833,8,10,16167
03719834,9,11,15565
03719853,9,11,11134
03719854,11,11,11182
03719863,9,12,9660
03719864,11,12,15337
03719873,7,10,11663
03719874,9,9,11760
03719883,10,10,3619
03719884,11,10,3346
03719893,9,12,9165
03719894,10,12,13508
03719913,8,11,13735
03719914,9,11,14383
03719924,12,12,6855
03719943,8,7,5756
03719944,8,9,3915
03719953,11,10,10292
03719954,12,11,9888
03719963,11,10,10630
03719964,12,11,6809
03719983,10,,10130
03719984,12,,7009
03720003,8,11,9899
03720004,9,11,9992
03720034,11,12,11727
03720043,8,11,11538
03720053,9,10,7911
03720054,10,10,10750
03720083,10,12,7685
03720084,11,11,7352
03720093,10,10,9998
03720094,10,10,10236
03720134,11,12,18780
03720174,11,12,11681
03720183,8,10,7912
03720243,8,10,6902
03720244,9,11,8663
03720263,9,11,9528
03720264,10,11,10720
03720284,9,12,12000
03720293,9,12,4837
03720294,10,12,4813
03720323,9,11,12085
03720324,9,11,10049
03720343,9,10,10409
03720363,9,12,10207
03720364,11,7,10310
03720393,11,11,7224
03720413,11,12,12425
03720414,12,12,10367
03720424,12,11,10853
03720453,10,13,11352
03720454,11,11,10799
03720463,10,12,12345
03720464,11,12,12034
03720473,10,10,10430
03720474,11,10,10678
03720483,8,11,12273
03720493,9,9,12960
03720494,11,10,12797
03720533,10,11,10634
03720553,9,7,11606
03720554,11,9,12682
03720563,8,10,9289
03720564,9,10,12892
03720573,8,11,11223
03720574,10,11,12864
03720603,7,8,12386
03720604,8,8,12886
03720613,7,9,12460
03720623,8,11,11651
03720624,9,11,12291
03720643,8,10,18565
03720653,9,11,11615
03720654,10,10,7725
03720663,8,10,11922
03720664,9,10,11973
03720713,10,11,12166
03720714,12,12,14330
03720723,10,11,14252
03720724,11,11,16746
03720743,8,11,12952
03720744,9,11,10150
03720783,10,10,11771
03720784,11,10,8067
03720794,10,11,12196
03720823,11,12,1422
03720824,12,12,1093
03720833,9,11,14008
03720834,9,10,15011
03720843,7,9,10105
03720844,8,9,9924
03720864,9,11,9862
03720893,8,11,14612
03720894,10,11,11594
03720904,9,10,12596
03720933,9,11,14875
03720934,10,11,15622
03720943,10,10,9565
03720944,11,10,14028
03720983,7,9,9127
03720994,9,8,14476
03721013,10,10,11279
03721014,11,11,8324
03721023,11,11,9761
03721024,12,10,12148
03721043,11,11,7085
03721053,8,10,10745
03721054,11,11,8368
03721063,11,9,10771
03721064,12,11,10260
03721073,8,11,10548
03721074,9,8,12019
03721093,10,11,8932
03721094,11,11,9397
03721113,10,12,13782
03721114,11,12,8165
03721123,10,12,7309
03721124,11,12,6011
03721133,8,12,15048
03721134,9,12,18063
03721144,7,10,10992
03721153,8,11,10126
03721154,9,11,9469
03721173,9,10,12799
03721174,11,9,13103
03721184,11,9,11272
03721193,7,9,8951
03721194,8,9,9433
03721213,8,10,11834
03721214,9,11,11482
03721223,11,11,13183
03721233,8,11,9233
03721234,9,10,14611
03721243,11,11,11222
03721244,12,12,11664
03721253,8,12,14836
03721254,9,11,14663
03721263,12,13,11585
03721264,13,13,12294
03721273,10,11,15452
03721274,11,11,11024
03721283,9,11,10003
03721284,11,11,9178
03721303,11,12,13253
03721304,12,12,12598
03721323,11,12,7999
03721324,12,11,9649
03721334,11,,10018
03721344,11,11,11783
03721373,7,10,4885
03721413,7,11,9025
03721423,10,11,7876
03721424,11,11,11598
03721433,10,11,6388
03721434,11,12,7056
