newid,ln_spending,ln_income,weights
03896913,10,11,17057
03896914,10,11,14321
03896961,12,11,19917
03896963,10,11,16053
03896964,10,13,13391
03897041,11,10,10712
03897043,11,10,12704
03897044,11,10,13319
03897051,13,12,13770
03897052,13,12,8334
03897053,13,12,13079
03897054,13,12,13995
03897061,12,11,16604
03897062,12,11,12790
03897063,12,11,14685
03897064,12,11,15596
03897092,11,11,9512
03897093,11,11,10187
03897094,11,11,9147
03897111,9,10,10617
03897112,9,9,15149
03897113,9,10,10183
03897114,9,11,7736
03897121,12,10,12314
03897122,10,10,12294
03897124,11,10,13783
03897154,8,10,13000
03897161,12,,10794
03897162,11,,13079
03897164,11,10,13374
03897172,11,11,9360
03897173,11,11,7504
03897174,11,11,9692
03897181,8,9,12131
03897191,11,12,11191
03897192,11,12,12195
03897193,11,12,14682
03897194,11,12,15537
03897201,12,11,9121
03897203,12,11,12187
03897204,12,11,11960
03897211,9,11,11705
03897212,9,11,11803
03897213,9,11,11046
03897214,9,11,11794
03897221,12,12,14633
03897271,9,11,8353
03897272,9,11,7050
03897273,11,11,8237
03897274,9,11,10433
03897281,8,9,6939
03897282,8,9,11234
03897283,8,9,10180
03897284,8,9,10683
03897311,12,12,5535
03897312,12,12,4672
03897322,12,11,10707
03897323,12,11,14315
03897342,10,11,15101
03897343,9,11,15100
03897351,11,10,8256
03897352,11,10,8290
03897353,11,10,8573
03897361,10,6,26037
03897362,11,10,35190
03897363,9,10,23523
03897364,8,11,26781
03897371,12,11,12115
03897372,11,11,12356
03897373,12,11,11681
03897374,11,11,11465
03897393,10,11,9287
03897411,9,10,1435
03897412,9,10,1514
03897413,9,10,1383
03897414,9,10,1224
03897422,10,11,6732
03897461,12,10,7675
03897462,12,10,7995
03897463,12,10,8475
03897471,11,11,23730
03897472,12,11,19328
03897473,12,11,21442
03897474,11,11,21734
03897494,9,10,9549
03897501,11,11,12793
03897502,11,11,13656
03897503,11,11,15332
03897504,11,11,14893
03897511,11,10,16983
03897512,10,10,15998
03897521,9,11,8437
03897523,9,10,9561
03897524,9,11,10110
03897532,12,11,2690
03897541,12,13,6662
03897542,12,13,7097
03897543,12,,7627
03897561,13,13,11379
03897562,13,13,11024
03897563,12,13,11063
03897564,13,13,12249
03897581,12,11,7552
03897582,11,11,6708
03897583,12,11,7040
03897584,12,10,7383
03897591,9,9,7964
03897593,9,10,5189
03897594,10,9,9131
03897601,7,9,8162
03897602,7,9,8609
03897603,8,9,8242
03897604,7,9,7340
03897621,10,11,11169
03897622,10,11,9296
03897631,11,10,7930
03897662,9,11,10956
03897671,11,12,10016
03897682,11,12,1688
03897721,11,11,9988
03897722,11,11,9691
03897723,10,11,10251
03897724,10,,10517
03897761,10,10,9132
03897763,10,10,16664
03897764,9,11,11827
03897771,9,10,12081
03897772,9,10,9360
03897773,9,10,9074
03897774,9,10,12440
03897792,9,10,9400
03897801,10,11,11478
03897802,10,11,10572
03897803,9,11,11208
03897821,10,11,6814
03897822,10,11,9056
03897823,10,11,8995
03897824,10,11,13053
03897831,12,11,13834
03897832,12,11,14407
03897834,12,12,13919
03897864,9,10,3602
03897871,10,11,10534
03897872,11,11,8502
03897873,11,11,11039
03897874,11,11,11377
03897883,9,9,11798
03897891,9,11,6065
03897892,10,11,6660
03897893,10,11,6395
03897901,11,10,11516
03897902,11,11,11650
03897903,11,12,11457
03897904,11,11,11492
03897921,9,11,4501
03897922,10,11,4289
03897923,9,11,4445
03897924,10,11,5985
03897951,11,,9878
03897953,11,,12334
03897954,11,11,12341
03897981,12,11,11091
03897982,12,11,8441
03897983,12,11,8172
03897984,12,10,7879
03898001,13,11,12717
03898002,13,11,10904
03898003,13,11,11004
03898004,12,12,11875
03898011,12,11,3623
03898012,12,11,3655
03898013,12,11,3689
03898014,12,12,3285
03898021,12,11,10508
03898022,13,11,10429
03898023,13,11,10823
03898024,13,11,10168
03898031,11,8,10613
03898032,11,8,13401
03898033,11,8,12550
03898034,11,6,8993
03898061,8,10,8113
03898063,9,10,9542
03898064,9,9,9250
03898082,12,10,9862
03898101,10,11,9681
03898102,9,11,9683
03898103,10,11,8997
03898104,10,12,9520
03898111,9,10,12053
03898112,9,10,12313
03898113,9,10,11671
03898114,9,10,11454
03898131,10,11,10324
03898161,12,10,9675
03898162,11,10,10711
03898163,11,10,10685
03898181,9,11,13225
03898211,11,11,11296
03898212,9,11,7930
03898213,9,11,10302
03898214,9,11,8969
03898221,8,7,9666
03898241,11,11,13623
03898242,11,11,16885
03898243,11,12,13052
03898244,11,11,17238
03898251,9,10,9050
03898252,9,10,10897
03898253,9,10,10167
03898254,9,10,10581
03898261,11,10,17917
03898271,11,12,8241
03898272,12,11,10232
03898273,12,12,9770
03898274,12,10,8255
03898283,10,11,16332
03898284,10,11,14213
03898301,12,13,13681
03898311,9,11,8844
03898312,9,11,7247
03898313,9,11,6571
03898314,9,10,7120
03898321,12,12,7993
03898322,12,12,9000
03898323,13,12,10465
03898324,12,11,10126
03898331,9,10,2773
03898371,9,10,7136
03898372,9,10,11123
03898373,9,10,10935
03898374,9,10,7546
03898384,13,11,9437
03898391,12,10,11064
03898392,11,10,10397
03898393,11,10,10467
03898401,12,11,9701
03898402,12,11,7676
03898403,12,11,9734
03898404,12,11,10316
03898411,8,9,11319
03898412,8,9,8088
03898413,9,9,8454
03898414,8,9,11091
03898421,10,12,12603
03898422,10,11,13234
03898423,9,11,13619
03898424,9,11,14627
03898431,12,11,12744
03898432,12,11,12585
03898433,12,11,13647
03898441,9,10,9944
03898442,9,11,11320
03898443,9,11,13322
03898444,9,11,13258
03898451,8,9,7262
03898452,9,10,10389
03898461,10,10,9844
03898462,10,,9766
03898463,10,,8385
03898464,10,10,9073
03898471,10,12,22694
03898472,11,12,23828
03898473,10,12,18457
03898474,10,11,19641
03898481,9,10,9074
03898482,9,11,16350
03898483,9,11,15120
03898491,10,10,11764
03898493,10,10,8493
03898494,10,10,7718
03898523,9,9,8178
03898524,8,11,6547
03898531,9,11,2033
03898532,9,11,2234
03898541,11,11,10752
03898551,10,10,12468
03898552,9,10,9790
03898553,9,10,9423
03898554,10,10,12920
03898572,12,11,10551
03898574,12,11,9844
03898582,10,11,11616
03898583,10,11,6741
03898584,10,11,10135
03898594,9,11,12722
03898611,9,10,12303
03898612,9,10,8930
03898613,9,10,9574
03898614,9,9,8861
03898642,13,12,13451
03898643,12,12,13648
03898644,12,12,12610
03898651,13,12,12330
03898662,12,11,10345
03898663,12,12,11689
03898664,12,12,9935
03898673,10,11,10949
03898674,9,11,10677
03898681,12,10,12105
03898682,13,10,8827
03898683,12,10,11158
03898684,12,12,9764
03898691,11,12,9340
03898692,11,12,6465
03898693,11,12,9586
03898694,11,11,9835
03898714,13,12,11555
03898721,9,10,4914
03898741,9,11,14824
03898752,10,11,12598
03898753,9,11,15961
03898761,12,12,8223
03898762,12,12,11749
03898763,12,12,5779
03898764,12,12,5854
03898782,13,12,25403
03898783,13,12,30925
03898784,11,12,14739
03898801,12,11,14202
03898802,11,11,12484
03898811,11,11,13956
03898812,11,11,10646
03898813,11,11,13489
03898814,11,11,10097
03898821,12,11,3665
03898822,12,11,5635
03898823,12,11,3683
03898824,12,12,3475
03898831,9,10,10034
03898832,9,10,10584
03898833,9,10,8093
03898834,9,10,8530
03898844,14,12,8096
03898871,9,10,10130
03898872,9,10,13608
03898873,9,10,9297
03898874,8,5,8969
03898881,10,12,12500
03898884,9,11,11531
03898891,12,11,10586
03898892,12,11,12024
03898893,12,11,9954
03898894,11,11,10259
03898911,10,12,7482
03898912,10,12,10550
03898913,10,12,9681
03898914,10,12,10342
03898921,11,12,7773
03898931,11,11,11155
03898932,11,11,11430
03898933,11,11,11588
03898934,11,11,11110
03898942,9,10,14171
03898943,9,10,13562
03898944,9,10,14196
03898951,11,0,13160
03898952,10,0,12284
03898953,10,0,19789
03898954,10,10,18037
03898981,12,12,1543
03898982,12,12,950
03898983,12,12,1493
03898984,12,12,1508
03899001,9,9,9532
03899002,9,9,9742
03899003,9,9,7420
03899004,9,9,10257
03899012,9,11,14808
03899041,8,9,33363
03899061,10,10,7890
03899062,10,10,11061
03899063,10,10,11057
03899071,9,10,13603
03899072,9,10,13837
03899073,9,10,12995
03899074,9,10,12137
03899081,9,11,8706
03899092,8,10,15545
03899093,9,10,13602
03899094,9,10,14330
03899102,10,11,11240
03899103,10,11,13983
03899104,9,11,12705
03899132,8,9,14426
03899133,8,9,14818
03899134,8,9,9837
03899151,11,11,11423
03899171,12,12,10372
03899172,12,12,11403
03899173,12,12,11465
03899174,12,10,10946
03899191,11,10,2637
03899192,12,10,3901
03899193,12,10,3618
03899194,12,10,2856
03899201,10,11,14266
03899202,9,11,12483
03899211,9,11,10111
03899233,9,10,18234
03899234,9,10,17767
03899262,9,10,5893
03899271,11,7,11840
03899272,11,7,14608
03899273,12,7,15089
03899274,12,12,13972
03899282,10,11,14413
03899283,9,11,12343
03899284,10,11,12234
03899291,12,11,11379
03899292,12,11,7370
03899293,12,11,9313
03899294,12,10,10646
03899302,11,11,11229
03899303,10,11,11946
03899304,11,10,12288
03899311,11,11,14465
03899312,12,11,12103
03899313,12,10,12839
03899314,12,11,15029
03899321,12,11,4271
03899322,12,11,4113
03899323,12,11,4119
03899324,12,11,3936
03899332,10,11,11889
03899342,10,12,6051
03899343,10,12,7051
03899344,9,11,8322
03899353,9,11,23070
03899361,11,11,7096
03899364,11,11,11811
03899382,11,11,8806
03899383,11,10,11158
03899384,11,11,12155
03899391,11,11,18434
03899411,13,10,14551
03899412,11,10,15282
03899413,11,10,14781
03899414,11,10,16331
03899444,9,10,10658
03899461,9,11,9409
03899481,11,11,9394
03899482,11,11,10482
03899502,12,11,13329
03899503,13,11,17081
03899504,13,11,18119
03899511,9,12,14191
03899512,9,12,16798
03899513,9,12,15444
03899514,10,12,16532
03899521,9,11,9940
03899522,9,11,12870
03899523,9,11,11658
03899524,11,11,9904
03899531,8,9,32347
03899533,7,8,31975
03899534,7,9,30724
03899541,10,11,11291
03899542,9,11,12082
03899543,10,11,11870
03899544,10,11,10301
03899551,9,10,12054
03899552,9,10,9952
03899553,9,10,9242
03899561,10,11,11452
03899562,10,11,8217
03899563,10,11,11543
03899564,10,11,11603
03899572,12,12,10521
03899573,12,12,8798
03899574,12,12,11419
03899582,9,10,8168
03899583,9,10,10412
03899584,9,10,9711
03899601,12,12,9908
03899602,12,12,11105
03899603,12,12,10544
03899604,12,12,8826
03899621,9,11,7385
03899622,10,11,7348
03899631,9,11,7239
03899632,9,9,8002
03899633,9,,8787
03899634,9,10,10182
03899641,9,10,16423
03899642,10,11,7589
03899643,9,11,12907
03899644,9,12,14394
03899661,12,12,11150
03899662,12,12,8561
03899663,12,12,9368
03899692,12,11,8701
03899693,12,11,8513
03899694,11,11,15319
03899701,10,8,13498
03899702,9,8,15141
03899703,9,7,14912
03899704,9,7,14468
03899712,13,10,6748
03899713,12,10,10088
03899714,11,11,7376
03899741,9,11,8476
03899742,11,11,13015
03899743,9,11,6333
03899744,10,11,10288
03899752,11,9,8712
03899753,10,9,9219
03899754,10,9,12386
03899764,10,11,6440
03899771,9,10,11025
03899772,9,10,13900
03899773,9,10,9735
03899774,9,10,13869
03899781,10,12,15373
03899782,10,12,15464
03899791,10,10,11148
03899792,10,10,10573
03899793,10,10,10341
03899794,11,10,10170
03899801,11,12,11194
03899802,12,12,11608
03899803,11,12,10829
03899804,12,12,11157
03899811,12,11,15013
03899812,11,11,13607
03899813,11,11,15473
03899814,11,11,14531
03899822,9,11,16080
03899823,9,11,10146
03899824,9,11,14242
03899833,11,11,12365
03899881,11,11,9729
03899882,11,11,7380
03899901,11,10,10847
03899902,11,10,8755
03899903,11,10,11367
03899904,11,10,11670
03899912,12,12,9689
03899931,12,12,16478
03899932,12,12,17445
03899933,12,12,16997
03899934,12,12,15481
03899941,9,10,5969
03899942,9,10,8280
03899951,10,12,21075
03899952,10,12,22930
03899953,10,12,22488
03899954,10,11,25996
03899963,9,11,12214
03899964,9,10,9257
03900031,11,10,14109
03900032,11,10,14551
03900041,11,11,8530
03900042,11,11,12090
03900043,11,11,12208
03900044,11,11,12542
03900051,12,12,13015
03900071,11,11,13065
03900072,11,12,13178
03900073,11,12,13898
03900074,11,11,14599
03900082,11,11,8603
03900084,10,11,11230
03900121,9,9,15416
03900122,9,9,9135
03900123,8,9,9844
03900124,8,8,12428
03900131,10,11,11502
03900132,10,11,14441
03900133,10,11,17848
03900134,10,10,17442
03900141,9,10,9191
03900152,13,12,10508
03900153,12,12,11452
03900161,9,11,10276
03900162,10,11,12300
03900163,9,11,14853
03900164,9,11,12708
03900193,9,11,12018
03900194,9,10,11368
03900214,11,11,16982
03900221,12,11,9282
03900222,12,11,8901
03900223,12,11,7388
03900224,12,10,8707
03900231,12,12,23456
03900232,12,12,24406
03900233,12,12,20389
03900252,9,11,9771
03900253,9,11,7760
03900254,9,10,6069
03900271,9,11,14888
03900291,9,11,9782
03900312,11,12,14872
03900313,11,12,9039
03900314,12,11,15265
03900321,11,10,1640
03900331,11,11,9948
03900332,11,11,13295
03900333,11,11,12263
03900334,11,11,12493
03900342,8,10,7668
03900343,8,10,6432
03900344,8,10,7229
03900361,9,10,10438
03900372,9,10,13230
03900373,9,10,10078
03900374,9,10,13482
03900391,12,11,9790
03900392,12,12,7344
03900393,12,12,9160
03900394,12,12,8684
03900414,11,11,14712
03900421,8,10,10805
03900422,9,10,10899
03900423,11,10,9939
03900424,9,9,9030
03900441,11,11,7292
03900442,11,11,7256
03900443,11,11,8480
03900444,11,11,7705
03900451,11,11,13008
03900471,10,10,11224
03900474,9,10,10016
03900481,11,11,9659
03900482,11,11,8716
03900483,11,11,11512
03900484,11,11,9443
03900501,11,11,13589
03900502,11,11,12906
03900503,11,11,12627
03900504,11,11,10245
03900531,11,11,11480
03900532,11,11,11610
03900533,11,11,11521
03900534,11,11,10764
03900543,11,11,1389
03900544,11,8,1170
03900564,10,10,17018
03900581,12,12,14460
03900582,12,12,15277
03900583,12,12,7973
03900584,12,12,12577
03900591,11,10,13847
03900592,11,10,10467
03900593,11,10,10779
03900594,11,10,14901
03900621,10,10,12152
03900622,9,10,8321
03900623,10,10,11138
03900624,10,10,9596
03900693,9,10,14337
03900722,9,10,8867
03900723,9,10,9982
03900724,9,10,10777
03900741,9,9,11866
03900742,9,9,12034
03900743,9,9,10662
03900744,9,9,10585
03900751,12,11,12319
03900752,12,11,13466
03900753,12,11,12844
03900754,12,11,13792
03900762,11,12,15045
03900763,10,12,17394
03900772,11,12,20492
03900782,13,10,10633
03900783,13,10,5783
03900801,12,11,11222
03900802,11,11,13857
03900803,11,11,14141
03900804,11,11,14097
03900812,12,12,9286
03900821,10,8,11582
03900822,11,8,10576
03900823,9,8,12818
03900824,9,10,11508
03900831,11,12,9830
03900841,13,11,10829
03900843,,11,12578
03900844,11,11,13703
03900861,10,11,6747
03900862,10,11,8112
03900863,10,11,6382
03900872,10,11,4667
03900873,10,11,4907
03900874,10,11,4954
03900881,12,11,13024
03900883,12,11,11621
03900884,12,9,9825
03900904,10,11,10011
03900912,11,10,5181
03900921,10,9,10027
03900922,10,9,11732
03900923,10,9,11893
03900941,11,11,11541
03900942,11,11,12749
03900961,11,10,11765
03900962,11,10,12361
03900963,11,10,8756
03900964,10,10,8295
03900971,9,11,7197
03900972,9,11,7974
03900973,10,11,8759
03900974,10,11,11416
03900981,8,10,9858
03900982,8,10,10349
03900983,8,10,9431
03900984,8,10,9527
03900994,9,11,11360
03901001,8,10,11686
03901003,9,10,11570
03901004,9,10,10159
03901011,9,11,9250
03901012,10,11,9631
03901013,10,11,10035
03901014,9,11,12500
03901021,12,11,14990
03901042,9,10,10247
03901061,12,11,11620
03901064,12,12,11564
03901072,10,9,10494
03901081,11,11,14989
03901082,11,11,14851
03901083,11,11,15639
03901084,11,11,15004
03901101,14,12,10129
03901102,12,12,12375
03901103,12,12,10626
03901104,12,11,11670
03901113,10,10,9565
03901142,12,11,15071
03901143,13,11,14463
03901144,12,11,16017
03901151,12,11,8397
03901161,11,10,10307
03901162,12,10,9954
03901163,12,10,9279
03901164,12,4,9788
03901181,9,10,9730
03901182,9,10,9352
03901183,10,10,9016
03901184,10,8,9000
03901201,11,9,13149
03901211,11,11,12807
03901221,9,11,8415
03901222,12,11,12026
03901223,9,11,11310
03901224,10,11,9960
03901251,12,12,15742
03901252,12,13,16489
03901253,12,12,14263
03901254,12,12,15037
03901271,9,10,9183
03901281,9,11,10250
03901282,9,11,11522
03901283,10,11,10982
03901284,9,11,10900
03901292,11,11,20015
03901293,11,12,22872
03901294,11,11,19029
03901341,8,9,11394
03901343,8,9,10437
03901344,8,9,8343
03901352,12,10,8556
03901353,13,10,10487
03901354,12,10,9994
03901362,8,10,13968
03901381,11,12,7272
03901382,11,12,9916
03901384,11,12,9685
03901391,9,10,10691
03901392,7,9,7624
03901393,8,10,10016
03901394,8,9,7996
03901411,9,11,4488
03901423,11,12,16235
03901424,12,12,12592
03901452,11,10,5359
03901453,11,10,5580
03901454,11,10,6212
03901472,10,11,9364
03901473,10,11,9428
03901474,10,11,7364
03901501,12,11,7750
03901502,12,11,10425
03901503,11,11,9960
03901504,12,11,11913
03901511,9,10,11425
03901512,9,10,12279
03901513,9,10,10869
03901514,9,11,6517
03901521,11,10,9954
03901522,10,11,9857
03901523,11,11,10727
03901524,10,10,9961
03901531,9,9,9698
03901532,9,9,12870
03901533,9,9,11658
03901534,9,9,9904
03901562,9,11,10161
03901571,11,10,8514
03901581,10,12,7549
03901582,10,12,7837
03901583,10,12,6229
03901584,10,12,5337
03901601,11,11,9335
03901602,11,11,10363
03901604,11,10,10239
03901612,13,12,7753
03901613,12,12,9722
03901614,12,11,10611
03901621,13,12,10880
03901633,14,12,8934
03901634,12,12,8528
03901661,11,12,21260
03901662,11,12,12794
03901664,11,12,15277
03901671,12,11,9010
03901672,12,11,7189
03901673,12,11,11732
03901674,12,11,9691
03901691,8,9,9188
03901692,8,9,7203
03901693,8,9,8247
03901694,8,9,10819
03901701,9,10,9864
03901703,9,10,12566
03901704,9,10,11192
03901721,12,11,7714
03901733,12,9,10467
03901734,12,12,10980
03901742,9,11,14899
03901771,11,11,24782
03901772,11,11,18150
03901773,11,11,14079
03901774,11,11,16692
03901781,13,11,12657
03901782,10,11,9318
03901783,10,11,13330
03901784,10,10,13894
03901791,12,11,14991
03901792,12,11,14059
03901794,12,11,13453
03901801,11,11,8621
03901804,11,11,8910
03901811,11,11,10605
03901812,11,11,7711
03901813,11,11,11304
03901814,11,11,11785
03901821,12,11,9329
03901822,11,11,13745
03901823,11,11,12852
03901824,11,11,12084
03901851,12,12,11104
03901852,11,12,14289
03901853,11,11,13252
03901854,11,11,13059
03901871,11,12,13982
03901883,12,11,10391
03901884,12,11,10200
03901891,11,11,11992
03901892,11,11,12475
03901893,11,10,12631
03901894,10,11,12404
03901901,12,12,10280
03901902,12,12,10808
03901903,12,12,10997
03901904,12,11,10502
03901911,9,11,9382
03901922,12,10,3854
03901923,12,10,3858
03901924,11,10,3363
03901933,13,9,13251
03901934,10,10,13245
03901961,13,11,11019
03901962,11,11,9948
03901963,11,11,11437
03901964,11,12,13812
03901971,11,11,11638
03901981,9,11,10695
03902002,12,10,11049
03902011,9,9,9944
03902012,9,9,11320
03902013,9,9,10762
03902014,8,8,10270
03902021,10,11,11997
03902022,10,11,11609
03902023,9,11,13077
03902024,9,11,12134
03902032,9,10,13479
03902041,12,11,9704
03902042,12,11,9922
03902043,12,11,10106
03902044,11,11,10477
03902051,12,11,12050
03902052,12,11,9798
03902054,11,10,12419
03902061,12,12,11615
03902062,12,12,11361
03902063,12,11,11185
03902064,12,12,10872
03902071,9,10,12009
03902081,9,10,9749
03902111,10,9,10186
03902112,10,9,9848
03902113,10,9,11335
03902114,10,9,10654
03902123,10,7,14917
03902124,10,9,7982
03902132,11,10,8261
03902133,11,10,7532
03902141,12,12,10926
03902142,12,12,13647
03902143,12,12,12934
03902144,12,12,16515
03902161,10,8,7404
03902162,10,8,8161
03902163,10,8,8481
03902164,9,10,7199
03902171,11,11,7028
03902172,11,11,11606
03902201,9,10,11363
03902224,12,9,21581
03902234,5,8,14445
03902241,11,11,9061
03902253,12,11,15681
03902254,11,11,12787
03902262,8,9,13134
03902263,8,9,12767
03902264,8,9,12549
03902281,9,10,11653
03902282,9,10,12766
03902283,9,10,12936
03902284,8,10,16256
03902291,11,10,10374
03902292,11,10,7678
03902293,11,10,13614
03902294,11,10,9980
03902301,9,10,9712
03902302,9,10,6827
03902303,,10,6448
03902304,9,10,9550
03902311,9,11,17537
03902312,9,11,17186
03902313,9,11,20082
03902314,8,11,17630
03902321,12,11,3662
03902322,12,11,3706
03902323,12,11,3861
03902324,11,10,2837
03902331,9,6,13761
03902332,9,6,15325
03902333,9,6,13672
03902334,9,10,15606
03902341,10,11,9405
03902342,10,11,9725
03902343,10,11,9131
03902344,9,11,7000
03902351,10,11,12804
03902352,11,11,15045
03902353,11,11,15871
03902354,10,12,16498
03902362,11,11,11985
03902363,13,11,12943
03902364,12,12,11565
03902371,11,10,10530
03902372,10,10,8268
03902373,9,10,12634
03902374,10,10,11312
03902381,12,11,9463
03902382,14,11,7590
03902383,12,11,7685
03902384,11,12,6532
03902401,12,11,13542
03902402,11,11,9183
03902421,8,7,12470
03902422,8,7,12254
03902423,9,8,11740
03902424,8,9,12789
03902441,11,12,12785
03902442,11,12,11996
03902443,11,12,12323
03902461,11,11,11347
03902462,11,11,7389
03902463,12,10,12051
03902464,11,10,11679
03902471,9,10,12018
03902472,9,10,11676
03902481,13,12,12510
03902482,13,12,10362
03902483,13,12,12585
03902484,13,12,12343
03902493,9,10,17723
03902494,9,10,18465
03902501,12,12,6372
03902511,12,12,13371
03902512,12,12,13847
03902514,11,12,11161
03902533,9,11,9934
03902534,9,11,9959
03902541,11,10,10806
03902542,11,10,11292
03902543,11,10,8228
03902544,11,11,10824
03902563,10,11,9716
03902564,9,12,10177
03902574,8,10,11312
03902581,10,10,11133
03902583,10,11,13028
03902584,9,10,12495
03902591,12,11,2468
03902592,12,10,2661
03902593,12,11,3321
03902594,12,10,2612
03902621,11,11,4208
03902653,11,11,8696
03902662,11,11,7240
03902663,11,11,13220
03902664,11,11,7396
03902673,11,11,14287
03902674,10,11,13616
03902701,11,11,7011
03902702,11,11,9218
03902703,11,11,10232
03902704,11,11,10455
03902732,11,9,12875
03902733,11,9,13946
03902751,9,10,10124
03902752,9,10,10524
03902753,9,10,10867
03902754,9,10,10490
03902761,11,11,10098
03902762,11,11,9782
03902763,11,11,7160
03902764,11,11,10947
03902771,9,11,23302
03902774,9,10,24256
03902791,11,9,13321
03902792,11,10,12475
03902801,8,8,9067
03902811,11,10,7074
03902812,11,10,14572
03902813,11,10,14511
03902814,11,10,12390
03902841,11,11,7054
03902842,11,11,6573
03902843,11,11,11721
03902844,10,11,6739
03902861,10,11,10253
03902884,10,10,9479
03902902,9,9,10974
03902903,9,9,9801
03902904,8,9,10031
03902921,10,11,11575
03902941,12,11,11332
03902942,10,11,12946
03902944,10,11,15258
03902952,11,11,9185
03902953,10,11,9539
03902981,12,12,22072
03902982,12,12,24292
03902983,12,12,26258
03903011,12,11,14154
03903021,9,10,9706
03903022,9,10,11829
03903023,9,10,7339
03903032,9,11,17852
03903033,9,11,17243
03903034,9,11,17472
03903043,8,8,15420
03903044,8,9,11231
03903082,11,11,7508
03903101,10,11,12862
03903102,10,7,13814
03903113,12,12,17236
03903114,11,12,15363
03903131,11,11,11590
03903132,11,11,10461
03903133,11,11,10938
03903134,11,10,10339
03903151,11,11,13749
03903152,11,11,13527
03903153,11,11,13952
03903154,10,11,10013
03903162,11,10,6298
03903163,11,,6705
03903164,11,12,8359
03903181,9,12,10763
03903182,9,12,10570
03903183,9,12,10758
03903184,9,12,12211
03903191,11,11,17130
03903192,11,11,17545
03903193,11,12,12534
03903194,11,11,18103
03903201,11,10,11763
03903202,11,10,11214
03903203,11,10,12168
03903204,11,11,11763
03903224,9,10,7599
03903231,12,12,11192
03903232,12,12,12032
03903263,9,10,12480
03903264,8,10,12725
03903291,11,11,13785
03903292,11,11,13345
03903293,11,11,13750
03903294,11,10,13485
03903301,10,11,9305
03903302,10,11,12950
03903312,11,8,14619
03903331,12,11,11946
03903332,12,11,11065
03903333,12,11,10894
03903334,11,11,11809
03903361,9,11,12039
03903363,9,11,11401
03903373,9,10,10378
03903384,13,11,11565
03903391,11,11,8698
03903393,11,11,9667
03903402,11,11,11906
03903403,11,11,14618
03903404,11,11,13481
03903422,11,11,9893
03903423,11,11,17338
03903424,10,11,15361
03903473,11,11,6238
03903474,12,11,7588
03903483,6,8,25762
03903484,7,8,33683
03903502,9,10,8314
03903503,8,10,12360
03903504,7,9,12602
03903521,10,11,16622
03903541,8,10,12455
03903542,9,10,7640
03903543,9,10,8688
03903544,8,10,6799
03903551,10,10,12648
03903552,10,10,13037
03903553,10,10,13582
03903554,9,10,13235
03903561,11,10,4412
03903562,11,11,4461
03903563,11,11,3371
03903564,11,11,4643
03903582,10,10,10889
03903583,9,10,10640
03903584,9,10,12992
03903591,10,11,13501
03903601,10,11,12450
03903602,10,11,14050
03903603,10,12,12465
03903604,9,11,12507
03903611,10,10,16082
03903612,10,10,15466
03903613,10,10,17214
03903614,10,10,16518
03903631,11,11,11267
03903632,12,11,12073
03903633,11,11,11641
03903634,11,11,11869
03903641,11,11,9184
03903642,11,12,11708
03903643,11,11,12312
03903644,11,12,12327
03903651,10,10,10900
03903652,10,10,10455
03903653,10,10,9080
03903654,10,9,7335
03903661,12,12,14492
03903662,11,12,18168
03903663,11,12,24340
03903664,11,12,19431
03903672,11,12,14037
03903691,8,11,14434
03903692,9,11,14227
03903693,8,11,14105
03903694,8,11,13778
03903701,9,10,7910
03903702,9,10,8596
03903703,9,10,11320
03903704,8,10,11450
03903713,9,11,16701
03903714,9,11,17640
03903731,9,11,11492
03903732,9,11,14069
03903733,9,11,13000
03903734,9,10,14506
03903741,12,12,9608
03903742,12,12,15605
03903743,12,12,16051
03903744,12,13,15611
03903754,9,11,12380
03903761,11,11,8595
03903762,11,11,11450
03903763,11,11,12573
03903764,10,10,12012
03903772,9,10,11599
03903774,9,11,7919
03903784,8,10,10686
03903791,11,10,10821
03903792,11,10,7002
03903811,11,10,6916
03903812,11,10,6457
03903813,11,10,6857
03903814,11,10,7230
03903831,11,11,7965
03903851,9,11,8923
03903852,9,11,11887
03903853,9,11,11889
03903854,8,10,9624
03903861,12,11,9902
03903862,12,11,10220
03903863,12,11,10118
03903864,12,11,10566
03903901,11,12,8515
03903902,11,12,6513
03903903,11,12,6993
03903904,11,12,6316
03903911,11,12,9785
03903912,11,12,10205
03903913,11,12,10520
03903914,11,12,10797
03903921,12,12,11747
03903922,12,12,10428
03903923,12,12,8544
03903924,12,13,12428
03903961,13,12,11511
03903962,13,13,8960
03903963,13,12,11293
03903964,13,12,10927
03903973,10,9,10972
03903974,9,,11400
03903981,11,12,12623
03903982,11,12,11505
03903983,11,10,13649
03903984,11,9,13594
03903991,12,11,9609
03903992,12,11,14130
03903993,11,11,11373
03903994,11,11,13477
03904001,8,11,10771
03904002,9,11,7718
03904003,8,11,7244
03904004,9,11,11737
03904082,12,11,2339
03904083,12,11,2562
03904084,11,11,3785
03904103,9,10,10706
03904104,8,9,7767
03904123,7,8,11391
03904124,8,7,11917
03904142,10,9,11739
03904143,10,9,13008
03904151,11,11,12369
03904161,12,10,11292
03904162,12,11,9403
03904163,12,11,10543
03904164,12,11,12756
03904171,12,11,8176
03904172,12,11,8025
03904173,12,11,8127
03904191,9,9,11364
03904203,11,11,11557
03904212,11,12,10765
03904213,11,11,14365
03904214,11,12,9157
03904231,11,11,16287
03904232,11,11,18071
